target_image,layer1,layer2,layer3
GOLDEN_CHEEKED_WARBLER_2.jpg,SPOONBILL_1.jpg,HOUSE_FINCH_2.jpg,WHITE_THROATED_BEE_EATER_1.jpg
GOLDEN_CHLOROPHONIA_5.jpg,ROADRUNNER_2.jpg,COMMON_HOUSE_MARTIN_4.jpg,VERMILION_FLYCATHER_5.jpg
GRAY_KINGBIRD_5.jpg,BALD_EAGLE_2.jpg,COCK_OF_THE__ROCK_4.jpg,AFRICAN_FIREFINCH_3.jpg
GREY_PLOVER_1.jpg,HYACINTH_MACAW_3.jpg,GOULDIAN_FINCH_4.jpg,ECUADORIAN_HILLSTAR_3.jpg
GYRFALCON_1.jpg,OSTRICH_1.jpg,CINNAMON_ATTILA_2.jpg,FAIRY_TERN_1.jpg
HAWAIIAN_GOOSE_4.jpg,CUBAN_TODY_3.jpg,HIMALAYAN_MONAL_2.jpg,WATTLED_LAPWING_3.jpg
INCA_TERN_4.jpg,ELLIOTS__PHEASANT_4.jpg,SMITHS_LONGSPUR_5.jpg,BORNEAN_BRISTLEHEAD_5.jpg
INDIGO_BUNTING_1.jpg,FRIGATE_4.jpg,NORTHERN_GANNET_1.jpg,DARWINS_FLYCATCHER_2.jpg
INLAND_DOTTEREL_4.jpg,CASSOWARY_2.jpg,NICOBAR_PIGEON_4.jpg,CRESTED_KINGFISHER_1.jpg
IVORY_GULL_1.jpg,WILSONS_BIRD_OF_PARADISE_4.jpg,EASTERN_GOLDEN_WEAVER_5.jpg,FAIRY_TERN_4.jpg
IVORY_GULL_3.jpg,INDIGO_FLYCATCHER_2.jpg,FLAME_TANAGER_3.jpg,SNOWY_EGRET_4.jpg
KAGU_5.jpg,RED_BEARDED_BEE_EATER_3.jpg,ASHY_STORM_PETREL_1.jpg,DEMOISELLE_CRANE_1.jpg
KILLDEAR_2.jpg,PEACOCK_5.jpg,CAATINGA_CACHOLOTE_4.jpg,AZURE_TIT_5.jpg
LARK_BUNTING_2.jpg,PEACOCK_1.jpg,KING_VULTURE_3.jpg,CACTUS_WREN_3.jpg
LESSER_ADJUTANT_4.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,RAINBOW_LORIKEET_5.jpg,FAIRY_TERN_3.jpg
LESSER_ADJUTANT_5.jpg,GREEN_BROADBILL_4.jpg,GAMBELS_QUAIL_1.jpg,RED_HEADED_WOODPECKER_1.jpg
LITTLE_AUK_5.jpg,SANDHILL_CRANE_3.jpg,ORANGE_BRESTED_BUNTING_3.jpg,BEARDED_BELLBIRD_1.jpg
MAGPIE_GOOSE_5.jpg,DOUBLE_EYED_FIG_PARROT_5.jpg,HAMERKOP_1.jpg,OYSTER_CATCHER_3.jpg
MALACHITE_KINGFISHER_2.jpg,AMERICAN_FLAMINGO_1.jpg,INCA_TERN_2.jpg,GREEN_BROADBILL_5.jpg
MYNA_1.jpg,OSTRICH_3.jpg,GREY_PLOVER_4.jpg,PARADISE_TANAGER_3.jpg
NORTHERN_JACANA_3.jpg,AMERICAN_GOLDFINCH_4.jpg,CRAB_PLOVER_3.jpg,SCARLET_IBIS_4.jpg
OCELLATED_TURKEY_1.jpg,CHIPPING_SPARROW_1.jpg,AMERICAN_PIPIT_1.jpg,PURPLE_SWAMPHEN_4.jpg
OVENBIRD_5.jpg,MYNA_4.jpg,FAIRY_PENGUIN_1.jpg,SHORT_BILLED_DOWITCHER_5.jpg
PARUS_MAJOR_1.jpg,SANDHILL_CRANE_4.jpg,CALIFORNIA_GULL_2.jpg,PINK_ROBIN_3.jpg
PEACOCK_3.jpg,ANIANIAU_2.jpg,STRAWBERRY_FINCH_4.jpg,CHATTERING_LORY_2.jpg
PINK_ROBIN_4.jpg,SPOONBILL_3.jpg,ALBATROSS_4.jpg,COMMON_IORA_4.jpg
PYGMY_KINGFISHER_5.jpg,GRANDALA_2.jpg,MASKED_BOOBY_5.jpg,DOUBLE_EYED_FIG_PARROT_4.jpg
RED_HEADED_WOODPECKER_5.jpg,ASHY_STORM_PETREL_2.jpg,CRIMSON_CHAT_3.jpg,COLLARED_ARACARI_1.jpg
RUBY_THROATED_HUMMINGBIRD_1.jpg,BANANAQUIT_2.jpg,VULTURINE_GUINEAFOWL_4.jpg,FRIGATE_1.jpg
RUBY_THROATED_HUMMINGBIRD_2.jpg,GOLDEN_CHLOROPHONIA_2.jpg,APAPANE_4.jpg,DUSKY_ROBIN_5.jpg
RUBY_THROATED_HUMMINGBIRD_3.jpg,MALAGASY_WHITE_EYE_2.jpg,MYNA_5.jpg,NORTHERN_SHOVELER_1.jpg
RUFOUS_KINGFISHER_1.jpg,SNOWY_OWL_5.jpg,MAGPIE_GOOSE_3.jpg,HORNED_SUNGEM_4.jpg
SCARLET_TANAGER_2.jpg,BEARDED_BARBET_2.jpg,NORTHERN_GANNET_2.jpg,BORNEAN_LEAFBIRD_1.jpg
SHOEBILL_3.jpg,EASTERN_MEADOWLARK_1.jpg,GILDED_FLICKER_5.jpg,BALD_EAGLE_5.jpg
SPLENDID_WREN_1.jpg,POMARINE_JAEGER_5.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,CUBAN_TODY_4.jpg
STRIPPED_SWALLOW_1.jpg,DOUBLE_BRESTED_CORMARANT_4.jpg,MAGPIE_GOOSE_4.jpg,GO_AWAY_BIRD_5.jpg
TASMANIAN_HEN_5.jpg,GREEN_BROADBILL_1.jpg,AFRICAN_EMERALD_CUCKOO_5.jpg,COPPERY_TAILED_COUCAL_1.jpg
VERMILION_FLYCATHER_3.jpg,INDIAN_BUSTARD_1.jpg,CALIFORNIA_GULL_1.jpg,RED_BEARDED_BEE_EATER_1.jpg
WHITE_CHEEKED_TURACO_5.jpg,NORTHERN_MOCKINGBIRD_4.jpg,GREAT_POTOO_3.jpg,PYGMY_KINGFISHER_2.jpg
