target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,selected_dist,distractor_level,category,demo_loops.thisRepN,demo_loops.thisTrialN,demo_loops.thisN,demo_loops.thisIndex,exp_loops.thisRepN,exp_loops.thisTrialN,exp_loops.thisN,exp_loops.thisIndex,key_resp.keys,key_resp.started,key_resp.stopped,text_consent_form.started,text_consent_form.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_instructions_first_slide.started,text_instructions_first_slide.stopped,image_0_demo.started,image_0_demo.stopped,image_1_demo.started,image_1_demo.stopped,image_2_demo.started,image_2_demo.stopped,image_3_demo.started,image_3_demo.stopped,image_4_demo.started,image_4_demo.stopped,image_5_demo.started,image_5_demo.stopped,blank_screen_demo.started,blank_screen_demo.stopped,fixation_demo.started,fixation_demo.stopped,image_left_demo.started,image_left_demo.stopped,image_right_demo.started,image_right_demo.stopped,demo_test_key_resp.keys,demo_test_key_resp.rt,demo_test_key_resp.started,demo_test_key_resp.stopped,text_4.started,text_4.stopped,key_resp_after_demo.keys,key_resp_after_demo.rt,key_resp_after_demo.started,key_resp_after_demo.stopped,text_after_demo_instr.started,text_after_demo_instr.stopped,image_0.started,image_0.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,blank_screen.started,blank_screen.stopped,fixation_encoding.started,fixation_encoding.stopped,image_left.started,image_left.stopped,image_right.started,image_right.stopped,test_key_resp.keys,test_key_resp.rt,test_key_resp.started,test_key_resp.stopped,text_6.started,text_6.stopped,ID,date,expName,psychopyVersion,frameRate,
bridge_172.jpg,bridge_172.jpg,bridge_17.jpg,left,golf_course_171.jpg,highway_404.jpg,bridge_172.jpg,playground_83.jpg,mountain_309.jpg,badlands_157.jpg,2,bridge_17.jpg,0,bridge,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5098802089924,72.3070054169948,72.3070054169948,73.10050170899194,73.10050170899194,73.90079508398776,73.90079508398776,74.6893493749958,74.7092756669881,75.49815887499426,75.60996220899688,76.40217574998678,76.40217574998678,None,71.02613858399855,71.51427512499504,77.39723070898617,None,77.39723070898617,None,left,1.0174211249977816,77.39723070898617,None,77.39723070898617,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_145.jpg,playground_242.jpg,playground_145.jpg,right,playground_145.jpg,highway_9.jpg,bridge_39.jpg,mountain_212.jpg,badlands_79.jpg,golf_course_241.jpg,0,playground_242.jpg,1,playground,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.94826949998969,79.7424758339912,79.76289158398868,80.55930487498699,80.55930487498699,81.35191791699617,81.35191791699617,82.13807349999843,82.1558054999914,82.94980354199652,83.0482744169858,83.84705870899779,83.85229566699127,None,78.47678362499573,78.96434566698736,84.85027533399989,None,84.85027533399989,None,right,6.569240666998667,84.85027533399989,None,84.85027533399989,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
highway_245.jpg,highway_245.jpg,highway_134.jpg,left,bridge_1.jpg,golf_course_338.jpg,playground_256.jpg,highway_245.jpg,badlands_46.jpg,mountain_166.jpg,3,highway_134.jpg,0,highway,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.97730487499211,92.76875837499392,92.76875837499392,93.55987383399042,93.58023191698885,94.37307466698985,94.37307466698985,95.17223687499063,95.17223687499063,95.96351149999828,96.06930987499072,96.86047387500003,96.87989316698804,None,91.49319399999513,91.98946862498997,97.86397308399319,None,97.86397308399319,None,right,4.65255379199516,97.86397308399319,None,97.86397308399319,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
mountain_293.jpg,mountain_293.jpg,mountain_47.jpg,left,badlands_183.jpg,golf_course_181.jpg,mountain_293.jpg,playground_222.jpg,bridge_173.jpg,highway_83.jpg,2,mountain_47.jpg,1,mountain,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0727917089971,103.8737041669956,103.8737041669956,104.6600372089888,104.67429933398671,105.45994970899483,105.47460745899298,106.27197029198578,106.27197029198578,107.07049929199275,107.16586941698915,107.96041804199922,107.97410258399032,None,102.59014591699815,103.07668237498729,108.96122508400003,None,108.96122508400003,None,right,4.013795125007164,108.96122508400003,None,108.96122508400003,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
bridge_146.jpg,bridge_27.jpg,bridge_146.jpg,right,highway_269.jpg,bridge_146.jpg,golf_course_291.jpg,mountain_35.jpg,badlands_55.jpg,playground_195.jpg,1,bridge_27.jpg,0,bridge,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51183854199189,114.30539804199361,114.31112808399484,115.10613749999902,115.11094220899395,115.90438537498994,115.91763616699609,116.71139154199045,116.71139154199045,117.50850879198697,117.61492574999284,118.41255854199699,118.41255854199699,None,113.03810491699551,113.52825445898634,119.4125594169891,None,119.4125594169891,None,right,1.796536791996914,119.4125594169891,None,119.4125594169891,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_257.jpg,playground_257.jpg,playground_215.jpg,left,mountain_198.jpg,highway_15.jpg,badlands_80.jpg,golf_course_282.jpg,playground_257.jpg,bridge_62.jpg,4,playground_215.jpg,1,playground,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75717737499508,122.55444929198711,122.55444929198711,123.34376562498801,123.3582495419978,124.14417774998583,124.14417774998583,124.9427888749924,124.94921962499211,125.74663574999431,125.85817754198797,126.65687716699904,126.65687716699904,None,121.2752019999898,121.77469299999939,127.64786349999486,None,127.64786349999486,None,left,3.2005956250068266,127.64786349999486,None,127.64786349999486,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
mountain_230.jpg,mountain_230.jpg,mountain_97.jpg,left,golf_course_253.jpg,mountain_230.jpg,highway_81.jpg,playground_47.jpg,badlands_9.jpg,bridge_4.jpg,1,mountain_97.jpg,1,mountain,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.40435904198966,132.195796666987,132.2094465419941,132.9985690839967,132.9985690839967,133.79882170898782,133.8041353749868,134.60062979199574,134.60668812498625,135.40504020899243,135.4984839589888,136.28675024998665,136.30843295899103,None,130.92353349999757,131.41895887498686,137.29185545899963,None,137.29185545899963,None,right,48.3493330420024,137.29185545899963,None,137.29185545899963,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_10.jpg,playground_10.jpg,playground_122.jpg,left,highway_226.jpg,golf_course_33.jpg,mountain_38.jpg,playground_10.jpg,bridge_102.jpg,badlands_10.jpg,3,playground_122.jpg,0,playground,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1815768749948,186.97117908399377,186.98514683399117,187.7778879999969,187.7778879999969,188.56837354198797,188.58902845899865,189.38747966699884,189.38747966699884,190.18401358398842,190.28277737498865,191.07219858399185,191.07780383399222,None,185.70416558398574,186.20148108399007,192.07938516698778,None,192.07938516698778,None,left,1.6657309169968357,192.07938516698778,None,192.07938516698778,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
highway_177.jpg,highway_177.jpg,highway_278.jpg,left,golf_course_202.jpg,playground_14.jpg,highway_177.jpg,bridge_152.jpg,badlands_227.jpg,mountain_192.jpg,2,highway_278.jpg,1,highway,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.29993233399,195.09147908398882,195.1049360420002,195.89408770899172,195.89408770899172,196.6918702089897,196.70529170898953,197.49763887499284,197.49763887499284,198.2892960839963,198.40332516698982,199.19612649999908,199.19612649999908,None,193.8206094999914,194.316533374993,200.20193599999766,None,200.20193599999766,None,right,5.2381456659932155,200.20193599999766,None,200.20193599999766,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
badlands_21.jpg,badlands_1.jpg,badlands_21.jpg,right,bridge_72.jpg,badlands_21.jpg,playground_74.jpg,golf_course_56.jpg,mountain_228.jpg,highway_251.jpg,1,badlands_1.jpg,0,badlands,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9943667089974,206.78121820899833,206.80004612499033,207.5953821669973,207.5953821669973,208.39530591698713,208.40070074998948,209.19984079198912,209.19984079198912,209.98949479199655,210.0895600419899,210.88047870899027,210.90159154198773,None,205.51379154199094,206.0125597499864,211.8994271249976,None,211.8994271249976,None,right,51.49220737499127,211.8994271249976,None,211.8994271249976,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_131.jpg,playground_164.jpg,playground_131.jpg,right,highway_101.jpg,golf_course_166.jpg,bridge_117.jpg,mountain_180.jpg,playground_131.jpg,badlands_27.jpg,4,playground_164.jpg,1,playground,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.9396671669965,264.7366999589867,264.7423238749907,265.533133334,265.533133334,266.3309621249937,266.34525345898874,267.1305328749877,267.1305328749877,267.92768499998783,268.0444034589891,268.83517087499786,268.83517087499786,None,263.46010854199994,263.9559565419913,269.83321458399587,None,269.83321458399587,None,right,1.901339750009356,269.83321458399587,None,269.83321458399587,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
bridge_256.jpg,bridge_256.jpg,bridge_211.jpg,left,highway_53.jpg,mountain_250.jpg,bridge_256.jpg,playground_165.jpg,golf_course_300.jpg,badlands_128.jpg,2,bridge_211.jpg,1,bridge,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.27717504199245,273.07200224998815,273.07915249999496,273.86874899998656,273.86874899998656,274.66001508399495,274.68184291699436,275.47157179198985,275.47157179198985,276.26459420898755,276.36926887498703,277.1637290419894,277.1698406249925,None,271.79686620899884,272.2936860419868,278.17991820898897,None,278.17991820898897,None,left,0.5489193749963306,278.17991820898897,None,278.17991820898897,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
badlands_52.jpg,badlands_94.jpg,badlands_52.jpg,right,highway_399.jpg,golf_course_174.jpg,mountain_91.jpg,badlands_52.jpg,bridge_140.jpg,playground_154.jpg,3,badlands_94.jpg,0,badlands,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2726907499891,280.07189291699615,280.0774928749888,280.87827641698823,280.87827641698823,281.6656796669995,281.6656796669995,282.4627689589979,282.46823583399237,283.26349312499224,283.3777832499909,284.1667340839922,284.1667340839922,None,278.79419770899403,279.2917543339863,285.1725192499871,None,285.1725192499871,None,right,2.4841167499980656,285.1725192499871,None,285.1725192499871,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
badlands_23.jpg,badlands_114.jpg,badlands_23.jpg,right,highway_257.jpg,badlands_23.jpg,golf_course_194.jpg,mountain_251.jpg,playground_140.jpg,bridge_144.jpg,1,badlands_114.jpg,0,badlands,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.19762204198923,288.98957354199956,288.98957354199956,289.7845978749974,289.79170466699,290.5812025419873,290.5990766249888,291.4009442499955,291.4009442499955,292.19654770899797,292.2989054589998,293.0966995419876,293.0966995419876,None,287.71845083399967,288.21448241699545,294.09542662499007,None,294.09542662499007,None,right,66.02146820900089,294.09542662499007,None,294.09542662499007,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
mountain_101.jpg,mountain_221.jpg,mountain_101.jpg,right,bridge_155.jpg,playground_33.jpg,highway_287.jpg,mountain_101.jpg,badlands_44.jpg,golf_course_127.jpg,3,mountain_221.jpg,1,mountain,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.66881045899936,361.4599976249883,361.4599976249883,362.2564590839902,362.2564590839902,363.0509310839989,363.071127416988,363.8685072919907,363.8685072919907,364.66838345899305,364.76704479199543,365.56309399999736,365.56974391698895,None,360.1853206669912,360.67263012498734,366.55956566699024,None,366.55956566699024,None,left,2.975902833000873,366.55956566699024,None,366.55956566699024,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
badlands_221.jpg,badlands_207.jpg,badlands_221.jpg,right,golf_course_328.jpg,playground_36.jpg,highway_78.jpg,badlands_221.jpg,mountain_152.jpg,bridge_87.jpg,3,badlands_207.jpg,1,badlands,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.07088733398996,370.863764624999,370.8692817919946,371.66030691699416,371.6800155839883,372.47235195898975,372.47235195898975,373.26840291699045,373.26840291699045,374.0555198749935,374.17231154198817,374.9622152499942,374.98280920898833,None,369.5977192089922,370.0866755419993,375.97873629198875,None,375.97873629198875,None,right,1.8406092499935767,375.97873629198875,None,375.97873629198875,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
mountain_154.jpg,mountain_154.jpg,mountain_95.jpg,left,golf_course_305.jpg,playground_204.jpg,bridge_74.jpg,mountain_154.jpg,badlands_166.jpg,highway_288.jpg,3,mountain_95.jpg,1,mountain,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.3523592089914,379.14842554199276,379.1520824170002,379.9425577499933,379.9622468749876,380.75605441699736,380.75605441699736,381.54567699998734,381.5656593339954,382.3515105419938,382.4528883749881,383.2439840839943,383.2630429589917,None,377.8816207919881,378.381053124991,384.25378254198586,None,384.25378254198586,None,left,1.4847884170012549,384.25378254198586,None,384.25378254198586,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
bridge_91.jpg,bridge_253.jpg,bridge_91.jpg,right,golf_course_55.jpg,playground_98.jpg,bridge_91.jpg,highway_295.jpg,mountain_41.jpg,badlands_33.jpg,2,bridge_253.jpg,0,bridge,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2849063749891,387.081415291992,387.081415291992,387.87934849999147,387.87934849999147,388.6804614589928,388.6804614589928,389.4805444169906,389.4805444169906,390.2771307919902,390.3912289169966,391.18925620899245,391.18925620899245,None,385.80810229199415,386.3029301249917,392.18978416699974,None,392.18978416699974,None,left,2.8379367499874206,392.18978416699974,None,392.18978416699974,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
highway_273.jpg,highway_273.jpg,highway_384.jpg,left,bridge_22.jpg,mountain_146.jpg,badlands_217.jpg,highway_273.jpg,golf_course_116.jpg,playground_55.jpg,3,highway_384.jpg,0,highway,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.570430458989,396.3679741669912,396.3679741669912,397.1641613749962,397.1681897089875,397.96679441699234,397.96679441699234,398.7556427919917,398.7761589589936,399.5672259589919,399.66865254199365,400.4675962499896,400.4675962499896,None,395.0932240419934,395.59162749999086,401.46477212499303,None,401.46477212499303,None,left,2.662016208007117,401.46477212499303,None,401.46477212499303,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_60.jpg,playground_60.jpg,playground_244.jpg,left,playground_60.jpg,highway_178.jpg,badlands_121.jpg,mountain_126.jpg,golf_course_179.jpg,bridge_118.jpg,0,playground_244.jpg,1,playground,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.66848833399126,405.4554142919951,405.4700265839929,406.2690099589963,406.2690099589963,407.0562939999945,407.0701116249984,407.8708084589889,407.8708084589889,408.66477341699647,408.7612629169889,409.54893441699096,409.5680813749932,None,404.1913372089912,404.6858241669979,410.56680341699393,None,410.56680341699393,None,right,2.4121383340097964,410.56680341699393,None,410.56680341699393,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
golf_course_217.jpg,golf_course_35.jpg,golf_course_217.jpg,right,playground_37.jpg,mountain_199.jpg,bridge_193.jpg,golf_course_217.jpg,highway_17.jpg,badlands_174.jpg,3,golf_course_35.jpg,0,golf,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.5384897089971,414.3285362089955,414.3285362089955,415.12900974998774,415.12900974998774,415.9308963749936,415.9308963749936,416.7201193749934,416.7342843339866,417.5343403339939,417.6336037919973,418.42975783399015,418.42975783399015,None,413.0496873749944,413.5384897089971,419.4186521669908,None,419.4186521669908,None,left,1.7455642920103855,419.4186521669908,None,419.4186521669908,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_240.jpg,playground_40.jpg,playground_240.jpg,right,mountain_226.jpg,highway_265.jpg,playground_240.jpg,golf_course_313.jpg,badlands_104.jpg,bridge_79.jpg,2,playground_40.jpg,1,playground,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.7065231669985,422.5002749589912,422.50674099999014,423.2988285419997,423.31901570899936,424.11025570899074,424.11025570899074,424.89896412499365,424.9190809589927,425.71809070899326,425.8195548749936,426.6176386249863,426.6176386249863,None,421.23413233399333,421.7216975839983,427.60591866698815,None,427.60591866698815,None,right,1.6151512499927776,427.60591866698815,None,427.60591866698815,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
bridge_202.jpg,bridge_202.jpg,bridge_38.jpg,left,highway_138.jpg,bridge_202.jpg,mountain_29.jpg,badlands_16.jpg,golf_course_105.jpg,playground_246.jpg,1,bridge_38.jpg,1,bridge,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.7615335839946,430.5511984999903,430.57230999998865,431.36029991699615,431.37378504200024,432.172765958996,432.172765958996,432.96993304199714,432.96993304199714,433.76636904198676,433.87132991699036,434.66607920899696,434.66607920899696,None,429.2898579999892,429.7773359999992,435.67093699998804,None,435.67093699998804,None,left,2.1339190419967053,435.67093699998804,None,435.67093699998804,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
golf_course_331.jpg,golf_course_331.jpg,golf_course_26.jpg,left,mountain_169.jpg,golf_course_331.jpg,playground_258.jpg,bridge_234.jpg,highway_148.jpg,badlands_122.jpg,1,golf_course_26.jpg,1,golf,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.347411041992,439.1370763749874,439.1370763749874,439.9371858339873,439.9371858339873,440.7306111249927,440.7481357499928,441.54776304199186,441.54776304199186,442.3431680839858,442.4450917919894,443.23943399998825,443.23943399998825,None,437.866212583991,438.36450070899446,444.24727266699483,None,444.24727266699483,None,left,2.987522750001517,444.24727266699483,None,444.24727266699483,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
badlands_70.jpg,badlands_70.jpg,badlands_119.jpg,left,bridge_112.jpg,mountain_307.jpg,golf_course_238.jpg,badlands_70.jpg,highway_383.jpg,playground_233.jpg,3,badlands_119.jpg,1,badlands,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.7730271249893,448.56901291699614,448.5740199169959,449.36909312498756,449.3736596249946,450.1698815839918,450.1757518749946,450.96768129199336,450.9876439169893,451.77298899999005,451.8746844589914,452.67120812498615,452.67775012498896,None,447.30197229199985,447.78846333399997,453.6749617089954,None,453.6749617089954,None,right,1.2714224160008598,453.6749617089954,None,453.6749617089954,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
