,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,demo_bar_2.response,subject
14,4,0.0,flower1.jpg,,,,12.0,right,0.0,5.0875,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A1YALKEEJHHWSO
15,5,1.0,flower2.jpg,,,,13.0,right,1.0,6.3199,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1YALKEEJHHWSO
16,6,2.0,left.jpg,left,1.453,left,14.0,left,1.0,3.739900001,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A1YALKEEJHHWSO
17,7,3.0,flower3.jpg,,,,15.0,right,0.0,4.033200001,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A1YALKEEJHHWSO
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.059200001,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A1YALKEEJHHWSO
19,9,5.0,flower5.jpg,,,,17.0,right,0.0,5.727900001,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1YALKEEJHHWSO
20,10,6.0,flower6.jpg,,,,,,,,,,,,,A1YALKEEJHHWSO
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.2149,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A2AN972XU7OY8W
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.3082,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A2AN972XU7OY8W
23,6,2.0,left.jpg,left,0.9918,left,14.0,left,1.0,1.6832,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A2AN972XU7OY8W
24,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.3795,3.0,flower4.jpg,flower4_pair.jpg,left,3.0,A2AN972XU7OY8W
25,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.3303,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2AN972XU7OY8W
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.1292,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A2AN972XU7OY8W
27,10,6.0,flower6.jpg,,,,,,,,,,,,,A2AN972XU7OY8W
28,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.9979,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A1F3HF70PF8G97
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.7276,1.0,flower2_pair.jpg,flower2.jpg,right,1.0,A1F3HF70PF8G97
30,6,2.0,left.jpg,left,1.465,left,14.0,left,1.0,4.2968,2.0,flower3.jpg,flower3_pair.jpg,left,1.0,A1F3HF70PF8G97
31,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.732,3.0,flower4.jpg,flower4_pair.jpg,left,1.0,A1F3HF70PF8G97
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,7.0189,4.0,flower5_pair.jpg,flower5.jpg,right,1.0,A1F3HF70PF8G97
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,4.5899,5.0,flower6.jpg,flower6_pair.jpg,left,1.0,A1F3HF70PF8G97
34,10,6.0,flower6.jpg,,,,,,,,,,,,,A1F3HF70PF8G97
35,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.842,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2FREFX5AGACUZ
36,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.7163,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A2FREFX5AGACUZ
37,6,2.0,left.jpg,left,1.4244,left,14.0,left,1.0,3.2573,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2FREFX5AGACUZ
38,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.6983,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A2FREFX5AGACUZ
39,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.6911,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2FREFX5AGACUZ
40,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.2922,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2FREFX5AGACUZ
41,10,6.0,flower6.jpg,,,,,,,,,,,,,A2FREFX5AGACUZ
42,4,0.0,flower1.jpg,,,,12.0,right,0.0,6.1115,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A1DIYFGQT1QDV2
43,5,1.0,flower2.jpg,,,,13.0,right,1.0,5.9674,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A1DIYFGQT1QDV2
44,6,2.0,left.jpg,left,1.2042,left,14.0,left,1.0,7.1406,2.0,flower3.jpg,flower3_pair.jpg,left,9.0,A1DIYFGQT1QDV2
45,7,3.0,flower3.jpg,,,,15.0,left,1.0,8.7327,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1DIYFGQT1QDV2
46,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.8537,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1DIYFGQT1QDV2
47,9,5.0,flower5.jpg,,,,17.0,left,1.0,5.9727,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A1DIYFGQT1QDV2
48,10,6.0,flower6.jpg,,,,,,,,,,,,,A1DIYFGQT1QDV2
49,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.8893,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2M9R3LBVLI5ZN
50,5,1.0,flower2.jpg,,,,13.0,right,1.0,7.7454,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A2M9R3LBVLI5ZN
51,6,2.0,left.jpg,left,1.6255,left,14.0,left,1.0,4.9633,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A2M9R3LBVLI5ZN
52,7,3.0,flower3.jpg,,,,15.0,right,0.0,5.559,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A2M9R3LBVLI5ZN
53,8,4.0,flower4.jpg,,,,16.0,left,0.0,3.6144,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A2M9R3LBVLI5ZN
54,9,5.0,flower5.jpg,,,,17.0,left,1.0,6.6457,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2M9R3LBVLI5ZN
55,10,6.0,flower6.jpg,,,,,,,,,,,,,A2M9R3LBVLI5ZN
56,4,0.0,flower1.jpg,,,,12.0,right,0.0,6.9354,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2NC28XJKAFJV
57,5,1.0,flower2.jpg,,,,13.0,right,1.0,5.1224,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2NC28XJKAFJV
58,6,2.0,left.jpg,left,1.6161,left,14.0,left,1.0,2.6659,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A2NC28XJKAFJV
59,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.1014,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A2NC28XJKAFJV
60,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.361,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2NC28XJKAFJV
61,9,5.0,flower5.jpg,,,,17.0,right,0.0,8.7467,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A2NC28XJKAFJV
62,10,6.0,flower6.jpg,,,,,,,,,,,,,A2NC28XJKAFJV
63,4,0.0,flower1.jpg,,,,12.0,right,0.0,9.7975,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,ANDJL5986AUAF
64,5,1.0,flower2.jpg,,,,13.0,right,1.0,10.1768,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,ANDJL5986AUAF
65,6,2.0,left.jpg,left,1.8262,left,14.0,left,1.0,3.3298,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,ANDJL5986AUAF
66,7,3.0,flower3.jpg,,,,15.0,right,0.0,4.488,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,ANDJL5986AUAF
67,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.1039,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,ANDJL5986AUAF
68,9,5.0,flower5.jpg,,,,17.0,right,0.0,34.5045,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,ANDJL5986AUAF
69,10,6.0,flower6.jpg,,,,,,,,,,,,,ANDJL5986AUAF
70,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.8421,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A19PB6VUP0RAC3
71,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.8682,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,A19PB6VUP0RAC3
72,6,2.0,left.jpg,left,1.9108,left,14.0,left,1.0,2.0579,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A19PB6VUP0RAC3
73,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.9626,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A19PB6VUP0RAC3
74,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.3245,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A19PB6VUP0RAC3
75,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7178,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,A19PB6VUP0RAC3
76,10,6.0,flower6.jpg,,,,,,,,,,,,,A19PB6VUP0RAC3
77,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.888400001,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A3BD6HXLYH3CGH
78,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.841099999,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A3BD6HXLYH3CGH
79,6,2.0,left.jpg,left,1.4453,left,14.0,left,1.0,2.008,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A3BD6HXLYH3CGH
80,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.881,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A3BD6HXLYH3CGH
81,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.8335,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A3BD6HXLYH3CGH
82,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.2402,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A3BD6HXLYH3CGH
83,10,6.0,flower6.jpg,,,,,,,,,,,,,A3BD6HXLYH3CGH
84,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.1256,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A10HW8JXM17XLD
85,5,1.0,flower2.jpg,,,,13.0,left,0.0,8.5219,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A10HW8JXM17XLD
86,6,2.0,left.jpg,left,1.1789,left,14.0,right,0.0,4.1156,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A10HW8JXM17XLD
87,7,3.0,flower3.jpg,,,,15.0,left,1.0,4.4808,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A10HW8JXM17XLD
88,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.9417,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A10HW8JXM17XLD
89,9,5.0,flower5.jpg,,,,17.0,left,1.0,4.5105,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A10HW8JXM17XLD
90,10,6.0,flower6.jpg,,,,,,,,,,,,,A10HW8JXM17XLD
91,4,0.0,flower1.jpg,,,,12.0,left,1.0,13.2789,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A2B0J7HGR6T34W
92,5,1.0,flower2.jpg,,,,13.0,right,1.0,13.2816,1.0,flower2_pair.jpg,flower2.jpg,right,9.0,A2B0J7HGR6T34W
93,6,2.0,left.jpg,left,1.4049,left,14.0,right,0.0,4.9838,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A2B0J7HGR6T34W
94,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.9084,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A2B0J7HGR6T34W
95,8,4.0,flower4.jpg,,,,16.0,left,0.0,4.488,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A2B0J7HGR6T34W
96,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.1746,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A2B0J7HGR6T34W
97,10,6.0,flower6.jpg,,,,,,,,,,,,,A2B0J7HGR6T34W
98,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.7891,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A1PRUVH5Q0T9FS
99,5,1.0,flower2.jpg,,,,13.0,right,1.0,7.3839,1.0,flower2_pair.jpg,flower2.jpg,right,1.0,A1PRUVH5Q0T9FS
100,6,2.0,left.jpg,left,1.4529,left,14.0,left,1.0,3.0951,2.0,flower3.jpg,flower3_pair.jpg,left,1.0,A1PRUVH5Q0T9FS
101,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.1643,3.0,flower4.jpg,flower4_pair.jpg,left,1.0,A1PRUVH5Q0T9FS
102,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.8183,4.0,flower5_pair.jpg,flower5.jpg,right,9.0,A1PRUVH5Q0T9FS
103,9,5.0,flower5.jpg,,,,17.0,right,0.0,4.7462,5.0,flower6.jpg,flower6_pair.jpg,left,1.0,A1PRUVH5Q0T9FS
104,10,6.0,flower6.jpg,,,,,,,,,,,,,A1PRUVH5Q0T9FS
105,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.7958,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,AR6H3B01WJ1FQ
106,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.8363,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,AR6H3B01WJ1FQ
107,6,2.0,left.jpg,left,2.4256,left,14.0,right,0.0,4.1577,2.0,flower3.jpg,flower3_pair.jpg,left,4.0,AR6H3B01WJ1FQ
108,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.7243,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,AR6H3B01WJ1FQ
109,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.5332,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,AR6H3B01WJ1FQ
110,9,5.0,flower5.jpg,,,,17.0,right,0.0,5.6771,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,AR6H3B01WJ1FQ
111,10,6.0,flower6.jpg,,,,,,,,,,,,,AR6H3B01WJ1FQ
112,4,0.0,flower1.jpg,,,,12.0,right,0.0,12.8146,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A2F48NO7AD9VKK
113,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.2496,1.0,flower2_pair.jpg,flower2.jpg,right,9.0,A2F48NO7AD9VKK
114,6,2.0,left.jpg,left,0.6011,left,14.0,right,0.0,2.2816,2.0,flower3.jpg,flower3_pair.jpg,left,9.0,A2F48NO7AD9VKK
115,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.3574,3.0,flower4.jpg,flower4_pair.jpg,left,9.0,A2F48NO7AD9VKK
116,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.1009,4.0,flower5_pair.jpg,flower5.jpg,right,9.0,A2F48NO7AD9VKK
117,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.199,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A2F48NO7AD9VKK
118,10,6.0,flower6.jpg,,,,,,,,,,,,,A2F48NO7AD9VKK
119,4,0.0,flower1.jpg,,,,12.0,right,0.0,6.7905,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,AKDW1CODLYVYG
120,5,1.0,flower2.jpg,,,,13.0,right,1.0,15.2232,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,AKDW1CODLYVYG
121,6,2.0,left.jpg,left,1.6646,left,14.0,right,0.0,5.778,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,AKDW1CODLYVYG
122,7,3.0,flower3.jpg,,,,15.0,right,0.0,18.7961,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,AKDW1CODLYVYG
123,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.3099,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,AKDW1CODLYVYG
124,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.8617,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,AKDW1CODLYVYG
125,10,6.0,flower6.jpg,,,,,,,,,,,,,AKDW1CODLYVYG
126,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.6393,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A19AYB3M3IIP51
127,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.4394,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A19AYB3M3IIP51
128,6,2.0,left.jpg,left,1.7267,left,14.0,left,1.0,3.6341,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A19AYB3M3IIP51
129,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.7592,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A19AYB3M3IIP51
130,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.7395,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A19AYB3M3IIP51
131,9,5.0,flower5.jpg,,,,17.0,right,0.0,5.2467,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A19AYB3M3IIP51
132,10,6.0,flower6.jpg,,,,,,,,,,,,,A19AYB3M3IIP51
133,4,0.0,flower1.jpg,,,,12.0,right,0.0,15.1129,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A1BQLX0A4W8A8
134,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.3752,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1BQLX0A4W8A8
135,6,2.0,left.jpg,left,0.9829,left,14.0,left,1.0,4.3727,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A1BQLX0A4W8A8
136,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.4937,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1BQLX0A4W8A8
137,8,4.0,flower4.jpg,,,,16.0,right,1.0,5.3307,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A1BQLX0A4W8A8
138,9,5.0,flower5.jpg,,,,17.0,right,0.0,4.6933,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1BQLX0A4W8A8
139,10,6.0,flower6.jpg,,,,,,,,,,,,,A1BQLX0A4W8A8
140,4,0.0,flower1.jpg,,,,12.0,right,0.0,8.7018,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A1ABRVTR49OA73
141,5,1.0,flower2.jpg,,,,13.0,right,1.0,7.6498,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1ABRVTR49OA73
142,6,2.0,left.jpg,left,1.5819,left,14.0,right,0.0,3.4625,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A1ABRVTR49OA73
143,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.7809,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1ABRVTR49OA73
144,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.3881,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A1ABRVTR49OA73
145,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.2289,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A1ABRVTR49OA73
146,10,6.0,flower6.jpg,,,,,,,,,,,,,A1ABRVTR49OA73
147,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.3233,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A39KMTFHRJJASK
148,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.0769,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A39KMTFHRJJASK
149,6,2.0,left.jpg,left,1.0032,left,14.0,left,1.0,2.18,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A39KMTFHRJJASK
150,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.0633,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A39KMTFHRJJASK
151,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.9918,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A39KMTFHRJJASK
152,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.2098,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A39KMTFHRJJASK
153,10,6.0,flower6.jpg,,,,,,,,,,,,,A39KMTFHRJJASK
154,4,0.0,flower1.jpg,,,,12.0,left,1.0,22.9908,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A1Q3GKUJF8EWHG
155,5,1.0,flower2.jpg,,,,13.0,right,1.0,14.1842,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A1Q3GKUJF8EWHG
156,6,2.0,left.jpg,left,1.9532,left,14.0,left,1.0,22.8201,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A1Q3GKUJF8EWHG
157,7,3.0,flower3.jpg,,,,15.0,left,1.0,8.5703,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A1Q3GKUJF8EWHG
158,8,4.0,flower4.jpg,,,,16.0,right,1.0,8.9305,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1Q3GKUJF8EWHG
159,9,5.0,flower5.jpg,,,,17.0,left,1.0,8.0987,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A1Q3GKUJF8EWHG
160,10,6.0,flower6.jpg,,,,,,,,,,,,,A1Q3GKUJF8EWHG
161,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.7098,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A3EWBTHYFI4I6Q
162,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.9651,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A3EWBTHYFI4I6Q
163,6,2.0,left.jpg,left,1.4538,left,14.0,left,1.0,2.3429,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A3EWBTHYFI4I6Q
164,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.7837,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A3EWBTHYFI4I6Q
165,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.9933,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A3EWBTHYFI4I6Q
166,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.014,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A3EWBTHYFI4I6Q
167,10,6.0,flower6.jpg,,,,,,,,,,,,,A3EWBTHYFI4I6Q
168,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.2071,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2J9NFY45NKR2N
169,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.0968,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2J9NFY45NKR2N
170,6,2.0,left.jpg,left,0.6736,left,14.0,left,1.0,2.1214,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2J9NFY45NKR2N
171,7,3.0,flower3.jpg,,,,15.0,left,1.0,6.8791,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A2J9NFY45NKR2N
172,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.2665,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2J9NFY45NKR2N
173,9,5.0,flower5.jpg,,,,17.0,right,0.0,6.6077,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A2J9NFY45NKR2N
174,10,6.0,flower6.jpg,,,,,,,,,,,,,A2J9NFY45NKR2N
