,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,demo_bar_2.response,subject
381,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.764,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A1CX7EWQ6PBWLF
382,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.319,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A1CX7EWQ6PBWLF
383,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.897,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1CX7EWQ6PBWLF
384,10,6.0,flower6.jpg,,,,,,,,,,,,,A1CX7EWQ6PBWLF
385,4,0.0,flower1.jpg,,,,12.0,right,0.0,1.709,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,ABVSR4GA6S3U3
386,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.6381,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,ABVSR4GA6S3U3
387,6,2.0,left.jpg,left,0.939,left,14.0,right,0.0,3.3541,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,ABVSR4GA6S3U3
388,7,3.0,flower3.jpg,,,,15.0,right,0.0,0.8604,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,ABVSR4GA6S3U3
389,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.4817,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,ABVSR4GA6S3U3
390,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7272,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,ABVSR4GA6S3U3
391,10,6.0,flower6.jpg,,,,,,,,,,,,,ABVSR4GA6S3U3
392,4,0.0,flower1.jpg,,,,12.0,left,1.0,10.9711,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A1PZIN8H1VI6SY
393,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.9788,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1PZIN8H1VI6SY
394,6,2.0,left.jpg,left,2.8886,left,14.0,right,0.0,4.0957,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A1PZIN8H1VI6SY
395,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.0266,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1PZIN8H1VI6SY
396,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.0688,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A1PZIN8H1VI6SY
397,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.6333,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A1PZIN8H1VI6SY
398,10,6.0,flower6.jpg,,,,,,,,,,,,,A1PZIN8H1VI6SY
399,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.7316,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A2INGGZW5GH6RM
400,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.3759,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A2INGGZW5GH6RM
401,6,2.0,left.jpg,left,1.1976,left,14.0,left,1.0,1.7356,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A2INGGZW5GH6RM
402,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.5309,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A2INGGZW5GH6RM
403,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.7888,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2INGGZW5GH6RM
404,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.4733,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A2INGGZW5GH6RM
405,10,6.0,flower6.jpg,,,,,,,,,,,,,A2INGGZW5GH6RM
406,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.6331,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A2OXC3ZQNFML9G
407,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.2189,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2OXC3ZQNFML9G
408,6,2.0,left.jpg,left,0.1761,left,14.0,left,1.0,2.1331,2.0,flower3.jpg,flower3_pair.jpg,left,9.0,A2OXC3ZQNFML9G
409,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.2687,3.0,flower4.jpg,flower4_pair.jpg,left,9.0,A2OXC3ZQNFML9G
410,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.7147,4.0,flower5_pair.jpg,flower5.jpg,right,9.0,A2OXC3ZQNFML9G
411,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.7563,5.0,flower6.jpg,flower6_pair.jpg,left,9.0,A2OXC3ZQNFML9G
412,10,6.0,flower6.jpg,,,,,,,,,,,,,A2OXC3ZQNFML9G
413,4,0.0,flower1.jpg,,,,12.0,right,0.0,1.96,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2M9Q0S025XT75
414,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.4464,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2M9Q0S025XT75
415,6,2.0,left.jpg,left,1.0501,left,14.0,left,1.0,1.0171,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2M9Q0S025XT75
416,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.7041,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2M9Q0S025XT75
417,8,4.0,flower4.jpg,,,,16.0,right,1.0,7.5166,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A2M9Q0S025XT75
418,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.9964,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A2M9Q0S025XT75
419,10,6.0,flower6.jpg,,,,,,,,,,,,,A2M9Q0S025XT75
420,4,0.0,flower1.jpg,,,,12.0,left,1.0,5.3638,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A1B8QUOSZEH4S1
421,5,1.0,flower2.jpg,,,,13.0,left,0.0,0.9744,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,A1B8QUOSZEH4S1
422,6,2.0,left.jpg,left,1.5971,left,14.0,right,0.0,1.0568,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A1B8QUOSZEH4S1
423,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.8413,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A1B8QUOSZEH4S1
424,8,4.0,flower4.jpg,,,,16.0,left,0.0,0.4971,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A1B8QUOSZEH4S1
425,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.5905,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A1B8QUOSZEH4S1
426,10,6.0,flower6.jpg,,,,,,,,,,,,,A1B8QUOSZEH4S1
427,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.324,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A2NWPE0L3EOEMV
428,5,1.0,flower2.jpg,,,,13.0,right,1.0,6.839,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,A2NWPE0L3EOEMV
429,6,2.0,left.jpg,left,0.911,left,14.0,left,1.0,2.119,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A2NWPE0L3EOEMV
430,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.578,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A2NWPE0L3EOEMV
431,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.125,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A2NWPE0L3EOEMV
432,9,5.0,flower5.jpg,,,,17.0,left,1.0,6.717,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A2NWPE0L3EOEMV
433,10,6.0,flower6.jpg,,,,,,,,,,,,,A2NWPE0L3EOEMV
434,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.8273,0.0,flower1.jpg,flower1_pair.jpg,left,1.0,A1643DGXP62OPM
435,5,1.0,flower2.jpg,,,,13.0,right,1.0,7.7275,1.0,flower2_pair.jpg,flower2.jpg,right,3.0,A1643DGXP62OPM
436,6,2.0,left.jpg,left,2.8059,left,14.0,right,0.0,10.4085,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A1643DGXP62OPM
437,7,3.0,flower3.jpg,,,,15.0,right,0.0,9.5719,3.0,flower4.jpg,flower4_pair.jpg,left,3.0,A1643DGXP62OPM
438,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.7363,4.0,flower5_pair.jpg,flower5.jpg,right,1.0,A1643DGXP62OPM
439,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.8962,5.0,flower6.jpg,flower6_pair.jpg,left,2.0,A1643DGXP62OPM
440,10,6.0,flower6.jpg,,,,,,,,,,,,,A1643DGXP62OPM
441,4,0.0,flower1.jpg,,,,12.0,right,0.0,11.7167,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A2FFCQ9WU6R764
442,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.4675,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,A2FFCQ9WU6R764
443,6,2.0,left.jpg,left,1.0989,left,14.0,right,0.0,2.1945,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A2FFCQ9WU6R764
444,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.4398,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A2FFCQ9WU6R764
445,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.5757,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A2FFCQ9WU6R764
446,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.9828,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A2FFCQ9WU6R764
447,10,6.0,flower6.jpg,,,,,,,,,,,,,A2FFCQ9WU6R764
448,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.8727,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A2QNZ93BA5JWKS
449,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.2254,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2QNZ93BA5JWKS
450,6,2.0,left.jpg,left,1.4521,left,14.0,right,0.0,1.205,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A2QNZ93BA5JWKS
451,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.6742,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2QNZ93BA5JWKS
452,8,4.0,flower4.jpg,,,,16.0,left,0.0,3.7202,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A2QNZ93BA5JWKS
453,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.2704,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2QNZ93BA5JWKS
454,10,6.0,flower6.jpg,,,,,,,,,,,,,A2QNZ93BA5JWKS
455,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.7637,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A2QCW55A6KZG92
456,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.8923,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A2QCW55A6KZG92
457,6,2.0,left.jpg,left,2.373,left,14.0,left,1.0,1.0508,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2QCW55A6KZG92
458,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.8498,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2QCW55A6KZG92
459,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.0226,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2QCW55A6KZG92
460,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.4029,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A2QCW55A6KZG92
461,10,6.0,flower6.jpg,,,,,,,,,,,,,A2QCW55A6KZG92
462,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.7172,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,AR2K3RMWXFXWX
463,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.4417,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,AR2K3RMWXFXWX
464,6,2.0,left.jpg,left,0.2461,left,14.0,right,0.0,0.9112,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,AR2K3RMWXFXWX
465,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.0359,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,AR2K3RMWXFXWX
466,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.0082,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,AR2K3RMWXFXWX
467,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.6038,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,AR2K3RMWXFXWX
468,10,6.0,flower6.jpg,,,,,,,,,,,,,AR2K3RMWXFXWX
469,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.1855,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A2VO8C41JJIQY9
470,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.749,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2VO8C41JJIQY9
471,6,2.0,left.jpg,left,1.1766,left,14.0,left,1.0,3.1471,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A2VO8C41JJIQY9
472,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.0821,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A2VO8C41JJIQY9
473,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.6974,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2VO8C41JJIQY9
474,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.2322,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A2VO8C41JJIQY9
475,10,6.0,flower6.jpg,,,,,,,,,,,,,A2VO8C41JJIQY9
476,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.729,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,A1ZXOJMKOXB2PP
477,5,1.0,flower2.jpg,,,,13.0,left,0.0,12.571,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A1ZXOJMKOXB2PP
478,6,2.0,left.jpg,left,1.093,left,14.0,left,1.0,5.078,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A1ZXOJMKOXB2PP
479,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.334,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A1ZXOJMKOXB2PP
480,8,4.0,flower4.jpg,,,,16.0,right,1.0,122.893,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1ZXOJMKOXB2PP
481,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.61,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1ZXOJMKOXB2PP
482,10,6.0,flower6.jpg,,,,,,,,,,,,,A1ZXOJMKOXB2PP
483,4,0.0,flower1.jpg,,,,12.0,left,1.0,9.2719,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A1HTR3THFK84RM
484,5,1.0,flower2.jpg,,,,13.0,right,1.0,5.1246,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1HTR3THFK84RM
485,6,2.0,left.jpg,left,1.1378,left,14.0,left,1.0,2.7384,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A1HTR3THFK84RM
486,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.8853,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1HTR3THFK84RM
487,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.0683,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A1HTR3THFK84RM
488,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7952,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A1HTR3THFK84RM
489,10,6.0,flower6.jpg,,,,,,,,,,,,,A1HTR3THFK84RM
490,4,0.0,flower1.jpg,,,,12.0,left,1.0,7.498,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A3U0XSWNQF054N
491,5,1.0,flower2.jpg,,,,13.0,left,0.0,10.255,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A3U0XSWNQF054N
492,6,2.0,left.jpg,left,1.016,left,14.0,right,0.0,4.302,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A3U0XSWNQF054N
493,7,3.0,flower3.jpg,,,,15.0,right,0.0,4.51,3.0,flower4.jpg,flower4_pair.jpg,left,3.0,A3U0XSWNQF054N
494,8,4.0,flower4.jpg,,,,16.0,left,0.0,5.253,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A3U0XSWNQF054N
495,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.852,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A3U0XSWNQF054N
496,10,6.0,flower6.jpg,,,,,,,,,,,,,A3U0XSWNQF054N
497,4,0.0,flower1.jpg,,,,12.0,right,0.0,7.077,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,AGILQEFEPEK7N
498,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.7038,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,AGILQEFEPEK7N
499,6,2.0,left.jpg,left,0.8088,left,14.0,left,1.0,2.5046,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,AGILQEFEPEK7N
500,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.6634,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,AGILQEFEPEK7N
501,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.6238,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,AGILQEFEPEK7N
502,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.9878,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,AGILQEFEPEK7N
503,10,6.0,flower6.jpg,,,,,,,,,,,,,AGILQEFEPEK7N
504,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.8961,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2V6E7SGEU0EFD
505,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.895,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2V6E7SGEU0EFD
506,6,2.0,left.jpg,left,0.5508,left,14.0,left,1.0,3.8477,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A2V6E7SGEU0EFD
507,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.5297,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2V6E7SGEU0EFD
508,8,4.0,flower4.jpg,,,,16.0,right,1.0,5.0826,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2V6E7SGEU0EFD
509,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.6154,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A2V6E7SGEU0EFD
510,10,6.0,flower6.jpg,,,,,,,,,,,,,A2V6E7SGEU0EFD
511,4,0.0,flower1.jpg,,,,12.0,right,0.0,15.6133,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A2TXZVXQU5FQZ9
512,5,1.0,flower2.jpg,,,,13.0,left,0.0,6.0196,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,A2TXZVXQU5FQZ9
513,6,2.0,left.jpg,left,0.4765,left,14.0,left,1.0,2.8267,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A2TXZVXQU5FQZ9
514,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.353,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A2TXZVXQU5FQZ9
515,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.5745,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2TXZVXQU5FQZ9
516,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.3584,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A2TXZVXQU5FQZ9
517,10,6.0,flower6.jpg,,,,,,,,,,,,,A2TXZVXQU5FQZ9
518,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.7275,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A12YK5TFLVVM0K
519,5,1.0,flower2.jpg,,,,13.0,right,1.0,5.5119,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A12YK5TFLVVM0K
520,6,2.0,left.jpg,left,1.9246,left,14.0,left,1.0,7.1026,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A12YK5TFLVVM0K
521,7,3.0,flower3.jpg,,,,15.0,right,0.0,11.2103,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A12YK5TFLVVM0K
522,8,4.0,flower4.jpg,,,,16.0,right,1.0,5.0264,4.0,flower5_pair.jpg,flower5.jpg,right,4.0,A12YK5TFLVVM0K
523,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.8344,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A12YK5TFLVVM0K
524,10,6.0,flower6.jpg,,,,,,,,,,,,,A12YK5TFLVVM0K
525,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.685,0.0,flower1.jpg,flower1_pair.jpg,left,9.0,A92EMN1CW9PD7
526,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.764,1.0,flower2_pair.jpg,flower2.jpg,right,2.0,A92EMN1CW9PD7
527,6,2.0,left.jpg,left,1.359,left,14.0,right,0.0,0.886,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A92EMN1CW9PD7
528,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.671,3.0,flower4.jpg,flower4_pair.jpg,left,3.0,A92EMN1CW9PD7
529,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.181,4.0,flower5_pair.jpg,flower5.jpg,right,1.0,A92EMN1CW9PD7
530,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.14,5.0,flower6.jpg,flower6_pair.jpg,left,1.0,A92EMN1CW9PD7
531,10,6.0,flower6.jpg,,,,,,,,,,,,,A92EMN1CW9PD7
532,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.8332,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,A2J4GCDXLDHYXX
533,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.819,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A2J4GCDXLDHYXX
534,6,2.0,left.jpg,left,0.9918,left,14.0,left,1.0,2.3806,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A2J4GCDXLDHYXX
535,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.9403,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A2J4GCDXLDHYXX
536,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.9258,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,A2J4GCDXLDHYXX
537,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.7412,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A2J4GCDXLDHYXX
538,10,6.0,flower6.jpg,,,,,,,,,,,,,A2J4GCDXLDHYXX
539,4,0.0,flower1.jpg,,,,12.0,left,1.0,5.1628,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,A30O3RGJZZSMOE
540,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.5464,1.0,flower2_pair.jpg,flower2.jpg,right,3.0,A30O3RGJZZSMOE
541,6,2.0,left.jpg,left,1.0535,left,14.0,left,1.0,5.2762,2.0,flower3.jpg,flower3_pair.jpg,left,3.0,A30O3RGJZZSMOE
542,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.7375,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A30O3RGJZZSMOE
543,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.0901,4.0,flower5_pair.jpg,flower5.jpg,right,3.0,A30O3RGJZZSMOE
544,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.3535,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,A30O3RGJZZSMOE
545,10,6.0,flower6.jpg,,,,,,,,,,,,,A30O3RGJZZSMOE
546,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.0539,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A2PI9FQWMWE8J3
547,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.0642,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2PI9FQWMWE8J3
548,6,2.0,left.jpg,left,1.5309,left,14.0,left,1.0,2.4653,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2PI9FQWMWE8J3
549,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.0481,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2PI9FQWMWE8J3
550,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.3567,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2PI9FQWMWE8J3
551,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.7051,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A2PI9FQWMWE8J3
552,10,6.0,flower6.jpg,,,,,,,,,,,,,A2PI9FQWMWE8J3
553,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.5778,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A24GX1OZE6AY04
554,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.1733,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A24GX1OZE6AY04
555,6,2.0,left.jpg,left,0.6402,left,14.0,left,1.0,2.8171,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A24GX1OZE6AY04
556,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.3566,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A24GX1OZE6AY04
557,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.5456,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A24GX1OZE6AY04
558,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.3146,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A24GX1OZE6AY04
559,10,6.0,flower6.jpg,,,,,,,,,,,,,A24GX1OZE6AY04
