,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,demo_bar_2.response,subject
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.0309,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A2PBFKNWWIIAO8
30,6,2.0,left.jpg,left,2.8358,left,14.0,left,1.0,3.4815,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A2PBFKNWWIIAO8
31,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.8859,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A2PBFKNWWIIAO8
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.6487,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2PBFKNWWIIAO8
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.8061,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,A2PBFKNWWIIAO8
34,10,6.0,flower6.jpg,,,,,,,,,,,,,A2PBFKNWWIIAO8
35,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.101,0.0,flower1.jpg,flower1_pair.jpg,left,5.0,A3V2XCDF45VN9X
36,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.7359,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,A3V2XCDF45VN9X
37,6,2.0,left.jpg,left,0.8996,left,14.0,left,1.0,1.7326,2.0,flower3.jpg,flower3_pair.jpg,left,2.0,A3V2XCDF45VN9X
38,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.5646,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A3V2XCDF45VN9X
39,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.1344,4.0,flower5_pair.jpg,flower5.jpg,right,4.0,A3V2XCDF45VN9X
40,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.3651,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A3V2XCDF45VN9X
41,10,6.0,flower6.jpg,,,,,,,,,,,,,A3V2XCDF45VN9X
42,4,0.0,flower1.jpg,,,,12.0,right,0.0,5.577,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,ADP3FQJ88ATS0
43,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.411,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,ADP3FQJ88ATS0
44,6,2.0,left.jpg,left,1.453,left,14.0,right,0.0,2.913,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,ADP3FQJ88ATS0
45,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.626,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,ADP3FQJ88ATS0
46,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.121,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,ADP3FQJ88ATS0
47,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.224,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,ADP3FQJ88ATS0
48,10,6.0,flower6.jpg,,,,,,,,,,,,,ADP3FQJ88ATS0
49,4,0.0,flower1.jpg,,,,12.0,left,1.0,64.8006,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A34A8MQJ7X1LCS
50,5,1.0,flower2.jpg,,,,13.0,left,0.0,8.9664,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A34A8MQJ7X1LCS
51,6,2.0,left.jpg,left,0.8289,left,14.0,left,1.0,3.6672,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A34A8MQJ7X1LCS
52,7,3.0,flower3.jpg,,,,15.0,left,1.0,7.7485,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A34A8MQJ7X1LCS
53,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.7142,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A34A8MQJ7X1LCS
54,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.6418,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A34A8MQJ7X1LCS
55,10,6.0,flower6.jpg,,,,,,,,,,,,,A34A8MQJ7X1LCS
56,4,0.0,flower1.jpg,,,,12.0,right,0.0,1.6909,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A2U5OFMW8H30PC
57,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.0332,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,A2U5OFMW8H30PC
58,6,2.0,left.jpg,left,0.8345,left,14.0,left,1.0,5.1134,2.0,flower3.jpg,flower3_pair.jpg,left,2.0,A2U5OFMW8H30PC
59,7,3.0,flower3.jpg,,,,15.0,left,1.0,13.7263,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A2U5OFMW8H30PC
60,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.016,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A2U5OFMW8H30PC
61,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.2306,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A2U5OFMW8H30PC
62,10,6.0,flower6.jpg,,,,,,,,,,,,,A2U5OFMW8H30PC
63,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.675,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A1RC4Y575PV6EG
64,5,1.0,flower2.jpg,,,,13.0,left,0.0,29.833,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A1RC4Y575PV6EG
65,6,2.0,left.jpg,left,2.424,left,14.0,left,1.0,6.553,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A1RC4Y575PV6EG
66,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.614,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1RC4Y575PV6EG
67,8,4.0,flower4.jpg,,,,16.0,right,1.0,5.067,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1RC4Y575PV6EG
68,9,5.0,flower5.jpg,,,,17.0,left,1.0,6.798,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1RC4Y575PV6EG
69,10,6.0,flower6.jpg,,,,,,,,,,,,,A1RC4Y575PV6EG
70,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.072,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A19CS96QCO32RT
71,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.6742,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A19CS96QCO32RT
72,6,2.0,left.jpg,left,0.957,left,14.0,left,1.0,1.8695,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A19CS96QCO32RT
73,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.0405,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A19CS96QCO32RT
74,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.4595,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A19CS96QCO32RT
75,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.8445,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A19CS96QCO32RT
76,10,6.0,flower6.jpg,,,,,,,,,,,,,A19CS96QCO32RT
77,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.6201,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,AEK2SAEL9GG39
78,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.7454,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,AEK2SAEL9GG39
79,6,2.0,left.jpg,left,0.6833,left,14.0,left,1.0,2.1732,2.0,flower3.jpg,flower3_pair.jpg,left,1.0,AEK2SAEL9GG39
80,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.8992,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,AEK2SAEL9GG39
81,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4124,4.0,flower5_pair.jpg,flower5.jpg,right,4.0,AEK2SAEL9GG39
82,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.313,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,AEK2SAEL9GG39
83,10,6.0,flower6.jpg,,,,,,,,,,,,,AEK2SAEL9GG39
84,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.4637,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A3CSATWFK13YUG
85,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.5758,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A3CSATWFK13YUG
86,6,2.0,left.jpg,left,0.2595,left,14.0,right,0.0,5.8491,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,A3CSATWFK13YUG
87,7,3.0,flower3.jpg,,,,15.0,left,1.0,4.1172,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,A3CSATWFK13YUG
88,8,4.0,flower4.jpg,,,,16.0,right,1.0,14.0147,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A3CSATWFK13YUG
89,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.7729,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A3CSATWFK13YUG
90,10,6.0,flower6.jpg,,,,,,,,,,,,,A3CSATWFK13YUG
91,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.4549,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A1Y6CQ2AJ882MO
92,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.234,1.0,flower2_pair.jpg,flower2.jpg,right,9.0,A1Y6CQ2AJ882MO
93,6,2.0,left.jpg,left,1.016,left,14.0,right,0.0,1.4627,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A1Y6CQ2AJ882MO
94,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.3002,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A1Y6CQ2AJ882MO
95,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.9109,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A1Y6CQ2AJ882MO
96,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.0466,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1Y6CQ2AJ882MO
97,10,6.0,flower6.jpg,,,,,,,,,,,,,A1Y6CQ2AJ882MO
98,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.2004,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A1SRSP0X39CGRW
99,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.0831,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A1SRSP0X39CGRW
100,6,2.0,left.jpg,left,0.0093,left,14.0,left,1.0,2.2084,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A1SRSP0X39CGRW
101,7,3.0,flower3.jpg,,,,15.0,right,0.0,14.135,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A1SRSP0X39CGRW
102,8,4.0,flower4.jpg,,,,16.0,left,0.0,9.7958,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A1SRSP0X39CGRW
103,9,5.0,flower5.jpg,,,,17.0,left,1.0,11.2559,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A1SRSP0X39CGRW
104,10,6.0,flower6.jpg,,,,,,,,,,,,,A1SRSP0X39CGRW
105,4,0.0,flower1.jpg,,,,12.0,left,1.0,15.6665,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A3A7ZQXHKZQ71I
106,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.2889,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A3A7ZQXHKZQ71I
107,6,2.0,left.jpg,left,1.7149,left,14.0,right,0.0,1.8687,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A3A7ZQXHKZQ71I
108,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.8489,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A3A7ZQXHKZQ71I
109,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.4458,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A3A7ZQXHKZQ71I
110,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.2311,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A3A7ZQXHKZQ71I
111,10,6.0,flower6.jpg,,,,,,,,,,,,,A3A7ZQXHKZQ71I
112,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.853,0.0,flower1.jpg,flower1_pair.jpg,left,3.0,AGAF4OJP26B53
113,5,1.0,flower2.jpg,,,,13.0,left,0.0,22.992,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,AGAF4OJP26B53
114,6,2.0,left.jpg,left,1.255,left,14.0,right,0.0,10.911,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,AGAF4OJP26B53
115,7,3.0,flower3.jpg,,,,15.0,right,0.0,5.361,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,AGAF4OJP26B53
116,8,4.0,flower4.jpg,,,,16.0,left,0.0,4.548,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,AGAF4OJP26B53
117,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.934,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,AGAF4OJP26B53
118,10,6.0,flower6.jpg,,,,,,,,,,,,,AGAF4OJP26B53
119,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.8954,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,A3DW6KSQPG6GVQ
120,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.3218,1.0,flower2_pair.jpg,flower2.jpg,right,3.0,A3DW6KSQPG6GVQ
121,6,2.0,left.jpg,left,0.8592,left,14.0,left,1.0,4.0728,2.0,flower3.jpg,flower3_pair.jpg,left,3.0,A3DW6KSQPG6GVQ
122,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.1888,3.0,flower4.jpg,flower4_pair.jpg,left,4.0,A3DW6KSQPG6GVQ
123,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.1046,4.0,flower5_pair.jpg,flower5.jpg,right,3.0,A3DW6KSQPG6GVQ
124,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.3217,5.0,flower6.jpg,flower6_pair.jpg,left,4.0,A3DW6KSQPG6GVQ
125,10,6.0,flower6.jpg,,,,,,,,,,,,,A3DW6KSQPG6GVQ
126,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.6057,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A2615YW1YERQBO
127,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.8199,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A2615YW1YERQBO
128,6,2.0,left.jpg,left,1.0171,left,14.0,left,1.0,4.179,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A2615YW1YERQBO
129,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.64,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A2615YW1YERQBO
130,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.5133,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A2615YW1YERQBO
131,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.5352,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A2615YW1YERQBO
132,10,6.0,flower6.jpg,,,,,,,,,,,,,A2615YW1YERQBO
133,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.2305,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A2AAS1LLCLM1R7
134,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.8778,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2AAS1LLCLM1R7
135,6,2.0,left.jpg,left,0.0186,left,14.0,left,1.0,1.794,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A2AAS1LLCLM1R7
136,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.301,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A2AAS1LLCLM1R7
137,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.1796,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A2AAS1LLCLM1R7
138,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.0748,5.0,flower6.jpg,flower6_pair.jpg,left,1.0,A2AAS1LLCLM1R7
139,10,6.0,flower6.jpg,,,,,,,,,,,,,A2AAS1LLCLM1R7
140,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.7495,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A3SYYXAP9G317O
141,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.6124,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A3SYYXAP9G317O
142,6,2.0,left.jpg,left,1.008699999,left,14.0,left,1.0,1.597799999,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,A3SYYXAP9G317O
143,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.5871,3.0,flower4.jpg,flower4_pair.jpg,left,8.0,A3SYYXAP9G317O
144,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.4635,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A3SYYXAP9G317O
145,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.242200001,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A3SYYXAP9G317O
146,10,6.0,flower6.jpg,,,,,,,,,,,,,A3SYYXAP9G317O
147,4,0.0,flower1.jpg,,,,12.0,left,1.0,9.3519,0.0,flower1.jpg,flower1_pair.jpg,left,3.0,AO32GL5867YY7
148,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.7834,1.0,flower2_pair.jpg,flower2.jpg,right,4.0,AO32GL5867YY7
149,6,2.0,left.jpg,left,0.855,left,14.0,left,1.0,3.2504,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,AO32GL5867YY7
150,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.8464,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,AO32GL5867YY7
151,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.4294,4.0,flower5_pair.jpg,flower5.jpg,right,5.0,AO32GL5867YY7
152,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.6562,5.0,flower6.jpg,flower6_pair.jpg,left,2.0,AO32GL5867YY7
153,10,6.0,flower6.jpg,,,,,,,,,,,,,AO32GL5867YY7
154,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.5021,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A22U72IVX6D0PC
155,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.5868,1.0,flower2_pair.jpg,flower2.jpg,right,8.0,A22U72IVX6D0PC
156,6,2.0,left.jpg,left,0.7512,left,14.0,left,1.0,1.4248,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A22U72IVX6D0PC
157,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.4115,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A22U72IVX6D0PC
158,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.647,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,A22U72IVX6D0PC
159,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.6321,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,A22U72IVX6D0PC
160,10,6.0,flower6.jpg,,,,,,,,,,,,,A22U72IVX6D0PC
161,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.969,0.0,flower1.jpg,flower1_pair.jpg,left,4.0,ACXPNVY0QDNHR
162,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.629,1.0,flower2_pair.jpg,flower2.jpg,right,5.0,ACXPNVY0QDNHR
163,6,2.0,left.jpg,left,0.665,left,14.0,left,1.0,2.38,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,ACXPNVY0QDNHR
164,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.063,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,ACXPNVY0QDNHR
165,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.664,4.0,flower5_pair.jpg,flower5.jpg,right,3.0,ACXPNVY0QDNHR
166,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.411,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,ACXPNVY0QDNHR
167,10,6.0,flower6.jpg,,,,,,,,,,,,,ACXPNVY0QDNHR
168,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.692,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,AXO7SR3X4HY5H
169,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.613,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,AXO7SR3X4HY5H
170,6,2.0,left.jpg,left,1.111,left,14.0,left,1.0,2.937,2.0,flower3.jpg,flower3_pair.jpg,left,5.0,AXO7SR3X4HY5H
171,7,3.0,flower3.jpg,,,,15.0,left,1.0,4.514,3.0,flower4.jpg,flower4_pair.jpg,left,6.0,AXO7SR3X4HY5H
172,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.128,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,AXO7SR3X4HY5H
173,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.087,5.0,flower6.jpg,flower6_pair.jpg,left,6.0,AXO7SR3X4HY5H
174,10,6.0,flower6.jpg,,,,,,,,,,,,,AXO7SR3X4HY5H
175,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.4798,0.0,flower1.jpg,flower1_pair.jpg,left,3.0,A2XB75IN5BADG5
176,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.2976,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A2XB75IN5BADG5
177,6,2.0,left.jpg,left,1.7432,left,14.0,left,1.0,2.8713,2.0,flower3.jpg,flower3_pair.jpg,left,3.0,A2XB75IN5BADG5
178,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.455,3.0,flower4.jpg,flower4_pair.jpg,left,3.0,A2XB75IN5BADG5
179,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.1335,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A2XB75IN5BADG5
180,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.8544,5.0,flower6.jpg,flower6_pair.jpg,left,3.0,A2XB75IN5BADG5
181,10,6.0,flower6.jpg,,,,,,,,,,,,,A2XB75IN5BADG5
182,4,0.0,flower1.jpg,,,,12.0,left,1.0,7.9976,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A3S10MQO4RXHM8
183,5,1.0,flower2.jpg,,,,13.0,left,0.0,5.0018,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A3S10MQO4RXHM8
184,6,2.0,left.jpg,left,0.9618,left,14.0,left,1.0,3.045,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A3S10MQO4RXHM8
185,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.2048,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A3S10MQO4RXHM8
186,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4657,4.0,flower5_pair.jpg,flower5.jpg,right,8.0,A3S10MQO4RXHM8
187,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.9162,5.0,flower6.jpg,flower6_pair.jpg,left,8.0,A3S10MQO4RXHM8
188,10,6.0,flower6.jpg,,,,,,,,,,,,,A3S10MQO4RXHM8
189,4,0.0,flower1.jpg,,,,12.0,left,1.0,39.1672,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,A140CEAA0194YY
